ES,100,100,10,5,29,TRACE_COMBINED,14667.428,166,36507,500,7333714,TRACE_COMBINED_NO_AGGREGATIONS,3211.67,36,7436,500,1605835,TRACE_COMBINED_NO_USERDELAY,5820.206,124,12605,500,2910103,COMBINED,5440.830483,132,25462,1345,7317917,COMBINED_NO_AGGREGATIONS,1189.507407,15,3377,1350,1605835,COMBINED_NO_USERDELAY,2155.360595,58,5332,1345,2898960,SEARCH,1135.558519,11,3359,1350,1533004,FACET,655.6353791,7,2252,8033,5266719,FACET_MISSING,656.0731981,6,2248,8033,5270236,AGGREGATE,766.832558,19,2383,74372,5.70E+07,USERDELAY,3276.071111,1,25107,1350,4422696
ES,100,100,0.1,5,27,TRACE_COMBINED,9512.126,73,36962,500,4756063,TRACE_COMBINED_NO_AGGREGATIONS,148.762,12,2681,500,74381,TRACE_COMBINED_NO_USERDELAY,403.134,55,2984,500,201567,COMBINED,3554.454341,72,29060,1336,4748751,COMBINED_NO_AGGREGATIONS,55.50820896,11,1195,1340,74381,COMBINED_NO_USERDELAY,149.754491,51,1313,1336,200072,SEARCH,41.34402985,8,968,1340,55401,FACET,23.96619858,4,193,8047,192856,FACET_MISSING,23.18565925,3,193,8047,186575,AGGREGATE,84.86491753,19,1044,74932,6359098,USERDELAY,3398.174627,4,28820,1340,4553554
ES,100,100,1,5,28,TRACE_COMBINED,10525.766,139,46041,500,5262883,TRACE_COMBINED_NO_AGGREGATIONS,625.804,19,2689,500,312902,TRACE_COMBINED_NO_USERDELAY,1266.836,60,3448,500,633418,COMBINED,3864.562546,93,34381,1351,5221024,COMBINED_NO_AGGREGATIONS,228.8968544,11,1587,1367,312902,COMBINED_NO_USERDELAY,462.7150259,48,2336,1351,625128,SEARCH,206.0914411,9,1573,1367,281727,FACET,124.6878641,5,1187,8067,1005857,FACET_MISSING,124.0208256,4,1212,8067,1000476,AGGREGATE,192.2191904,23,1351,74652,1.43E+07,USERDELAY,3385.903438,3,34208,1367,4628530
ES,100,10,0.1,5,24,TRACE_COMBINED,9162.368,132,39932,500,4581184,TRACE_COMBINED_NO_AGGREGATIONS,174.296,12,4980,500,87148,TRACE_COMBINED_NO_USERDELAY,441.376,26,5260,500,220688,COMBINED,3394.5242,107,21729,1343,4558846,COMBINED_NO_AGGREGATIONS,64.60192735,9,2218,1349,87148,COMBINED_NO_USERDELAY,163.259866,50,2307,1343,219258,SEARCH,51.08895478,8,2211,1349,68919,FACET,24.22637746,5,240,8022,194344,FACET_MISSING,23.88780853,5,240,8022,191628,AGGREGATE,87.56378692,18,1035,76928,6736107,USERDELAY,3231.685693,1,21624,1349,4359544
ES,100,10,10,5,26,TRACE_COMBINED,9444.604,168,30918,500,4722302,TRACE_COMBINED_NO_AGGREGATIONS,185.956,15,2549,500,92978,TRACE_COMBINED_NO_USERDELAY,485.944,65,3395,500,242972,COMBINED,3472.997048,76,20735,1355,4705911,COMBINED_NO_AGGREGATIONS,68.36617647,10,979,1360,92978,COMBINED_NO_USERDELAY,178.0280443,49,1391,1355,241228,SEARCH,54.06691176,8,852,1360,73531,FACET,33.16192453,5,322,8189,271563,FACET_MISSING,32.61509342,5,318,8189,267085,AGGREGATE,96.51128436,25,1161,75680,7303974,USERDELAY,3292.946324,8,20551,1360,4478407
ES,100,10,1,5,25,TRACE_COMBINED,9230.896,145,40934,500,4615448,TRACE_COMBINED_NO_AGGREGATIONS,171.608,13,1536,500,85804,TRACE_COMBINED_NO_USERDELAY,454.826,24,2011,500,227413,COMBINED,3422.179717,71,28195,1341,4589143,COMBINED_NO_AGGREGATIONS,63.65281899,10,693,1348,85804,COMBINED_NO_USERDELAY,168.054437,44,846,1341,225361,SEARCH,48.72032641,8,629,1348,65675,FACET,31.29093168,4,275,8050,251892,FACET_MISSING,30.71018634,4,277,8050,247217,AGGREGATE,93.11317792,20,326,75156,6998014,USERDELAY,3254.537092,8,28039,1348,4387116
ES,100,1,10,5,31,TRACE_COMBINED,9400.304,176,39942,500,4700152,TRACE_COMBINED_NO_AGGREGATIONS,161.1,13,3715,500,80550,TRACE_COMBINED_NO_USERDELAY,419.67,53,8053,500,209835,COMBINED,3501.730135,82,32470,1334,4671308,COMBINED_NO_AGGREGATIONS,59.93303571,11,1568,1344,80550,COMBINED_NO_USERDELAY,155.8995502,48,3287,1334,207970,SEARCH,41.33110119,9,1266,1344,55549,FACET,21.6002914,5,1456,8236,177900,FACET_MISSING,20.80828072,4,1568,8236,171377,AGGREGATE,84.03447002,24,2977,78532,6599395,USERDELAY,3340.326637,1,32275,1344,4489399
ES,10,10,0.1,5,21,TRACE_COMBINED,13540.14,1244,31035,50,677007,TRACE_COMBINED_NO_AGGREGATIONS,2338.7,32,10653,50,116935,TRACE_COMBINED_NO_USERDELAY,4194.78,85,15953,50,209739,COMBINED,4955.644444,158,18333,135,669012,COMBINED_NO_AGGREGATIONS,853.540146,15,4892,137,116935,COMBINED_NO_USERDELAY,1512.874074,55,6721,135,204238,SEARCH,528.6569343,11,4845,137,72426,FACET,421.6941748,6,4686,824,347476,FACET_MISSING,373.6334951,5,4339,824,307874,AGGREGATE,361.2109851,21,5408,7228,2610833,USERDELAY,3410.043796,7,18214,137,467176
ES,10,10,10,5,23,TRACE_COMBINED,9633.7,803,27414,50,481685,TRACE_COMBINED_NO_AGGREGATIONS,283.9,69,1174,50,14195,TRACE_COMBINED_NO_USERDELAY,558.98,164,1561,50,27949,COMBINED,3439.671429,233,18849,140,481554,COMBINED_NO_AGGREGATIONS,101.3928571,17,442,140,14195,COMBINED_NO_USERDELAY,198.4214286,55,587,140,27779,SEARCH,70.35,9,426,140,9849,FACET,35.53908985,5,166,857,30457,FACET_MISSING,34.45857643,6,168,857,29531,AGGREGATE,89.01253838,21,293,7816,695722,USERDELAY,3240.25,15,18685,140,453635
ES,10,10,1,5,22,TRACE_COMBINED,9856.7,221,30496,50,492835,TRACE_COMBINED_NO_AGGREGATIONS,272.26,36,2845,50,13613,TRACE_COMBINED_NO_USERDELAY,522.16,99,3304,50,26108,COMBINED,3790.030769,156,18819,130,492704,COMBINED_NO_AGGREGATIONS,104.7153846,19,964,130,13613,COMBINED_NO_USERDELAY,199.5538462,60,1132,130,25942,SEARCH,69.82307692,6,873,130,9077,FACET,34.40484848,5,215,825,28384,FACET_MISSING,32.77090909,4,185,825,27036,AGGREGATE,85.81369863,25,263,7300,626440,USERDELAY,3589.484615,9,18736,130,466633
